,station,date,prcp,tobs
14935,USC00519281,2017-07-17,0.21,76
14936,USC00519281,2017-07-18,0.05,76
14937,USC00519281,2017-07-19,0.05,76
14938,USC00519281,2017-07-20,0.06,77
14939,USC00519281,2017-07-21,0.03,77
14940,USC00519281,2017-07-22,0.2,77
14941,USC00519281,2017-07-23,0.2,82
14942,USC00519281,2017-07-24,0.61,75
14943,USC00519281,2017-07-25,0.11,77
14944,USC00519281,2017-07-26,0.12,75
14945,USC00519281,2017-07-27,0.01,76
14946,USC00519281,2017-07-28,0.09,81
14947,USC00519281,2017-07-29,0.23,82
14951,USC00519281,2017-08-05,0.06,82
14955,USC00519281,2017-08-15,0.32,77
14956,USC00519281,2017-08-16,0.12,76
14957,USC00519281,2017-08-17,0.01,76
14958,USC00519281,2017-08-18,0.06,79
14959,USC00511918,2010-01-01,0.05,66
14964,USC00511918,2010-01-06,0.08,72
14965,USC00511918,2010-01-07,0.04,70
14969,USC00511918,2010-01-11,0.05,64
14983,USC00511918,2010-01-26,0.03,76
14984,USC00511918,2010-01-27,0.25,69
14986,USC00511918,2010-01-30,0.4,77
14987,USC00511918,2010-01-31,0.01,71
14990,USC00511918,2010-02-03,0.55,64
14999,USC00511918,2010-02-13,0.03,67
15017,USC00511918,2010-03-04,0.04,67
15018,USC00511918,2010-03-05,0.03,69
15021,USC00511918,2010-03-08,0.08,64
15022,USC00511918,2010-03-09,0.06,68
15023,USC00511918,2010-03-10,0.01,71
15027,USC00511918,2010-03-15,0.01,66
15028,USC00511918,2010-03-16,0.06,65
15030,USC00511918,2010-03-18,0.01,65
15035,USC00511918,2010-03-23,0.01,65
15042,USC00511918,2010-03-30,0.01,73
15047,USC00511918,2010-04-04,0.12,71
15048,USC00511918,2010-04-05,0.01,73
15050,USC00511918,2010-04-07,0.01,71
15051,USC00511918,2010-04-08,0.87,68
15052,USC00511918,2010-04-09,0.01,68
15055,USC00511918,2010-04-12,0.01,66
15066,USC00511918,2010-04-23,0.01,66
15072,USC00511918,2010-04-29,0.08,73
15073,USC00511918,2010-04-30,0.04,69
15075,USC00511918,2010-05-02,0.15,71
15076,USC00511918,2010-05-03,0.98,71
15077,USC00511918,2010-05-04,0.01,65
15079,USC00511918,2010-05-06,0.01,74
15080,USC00511918,2010-05-07,0.01,71
15081,USC00511918,2010-05-08,0.02,79
15089,USC00511918,2010-05-16,0.02,71
15093,USC00511918,2010-05-20,0.03,71
15094,USC00511918,2010-05-21,0.01,74
15099,USC00511918,2010-05-26,0.01,73
15110,USC00511918,2010-06-07,0.05,69
15120,USC00511918,2010-06-18,0.04,72
15121,USC00511918,2010-06-19,0.05,78
15127,USC00511918,2010-06-25,0.02,71
15129,USC00511918,2010-06-27,0.09,80
15131,USC00511918,2010-06-29,0.02,70
15132,USC00511918,2010-06-30,0.03,73
15135,USC00511918,2010-07-05,0.01,78
15136,USC00511918,2010-07-06,0.1,71
15137,USC00511918,2010-07-07,0.02,70
15138,USC00511918,2010-07-08,0.03,74
15139,USC00511918,2010-07-09,0.15,72
15140,USC00511918,2010-07-10,0.01,76
15143,USC00511918,2010-07-14,0.01,77
15144,USC00511918,2010-07-15,0.01,79
15146,USC00511918,2010-07-17,0.02,74
15148,USC00511918,2010-07-19,0.01,70
15149,USC00511918,2010-07-20,0.02,74
15165,USC00511918,2010-08-05,0.04,69
15166,USC00511918,2010-08-06,0.01,77
15168,USC00511918,2010-08-08,0.01,78
15171,USC00511918,2010-08-11,0.1,74
15177,USC00511918,2010-08-17,0.02,73
15185,USC00511918,2010-08-25,0.01,70
15197,USC00511918,2010-09-07,0.02,70
15210,USC00511918,2010-09-20,0.02,73
15212,USC00511918,2010-09-22,0.08,72
15213,USC00511918,2010-09-23,0.35,67
15220,USC00511918,2010-10-01,0.19,72
15223,USC00511918,2010-10-04,0.01,75
15245,USC00511918,2010-10-26,0.02,76
15246,USC00511918,2010-10-27,0.01,76
15247,USC00511918,2010-10-28,0.01,75
15249,USC00511918,2010-10-30,0.02,78
15250,USC00511918,2010-10-31,0.01,80
15251,USC00511918,2010-11-01,0.01,70
15252,USC00511918,2010-11-02,0.03,65
15254,USC00511918,2010-11-04,0.1,73
15261,USC00511918,2010-11-11,0.01,73
15265,USC00511918,2010-11-15,0.01,70
15266,USC00511918,2010-11-16,0.04,63
15267,USC00511918,2010-11-17,0.02,66
15269,USC00511918,2010-11-19,0.34,67
15272,USC00511918,2010-11-22,0.02,68
15275,USC00511918,2010-11-25,0.01,75
15278,USC00511918,2010-11-28,0.06,73
15279,USC00511918,2010-11-29,0.02,65
15281,USC00511918,2010-12-01,0.13,70
15283,USC00511918,2010-12-03,0.01,74
15289,USC00511918,2010-12-09,0.04,77
15290,USC00511918,2010-12-10,1.8,65
15291,USC00511918,2010-12-11,0.8,72
15292,USC00511918,2010-12-12,0.01,65
15294,USC00511918,2010-12-14,0.01,74
15299,USC00511918,2010-12-19,4.0,69
15300,USC00511918,2010-12-20,3.05,73
15301,USC00511918,2010-12-21,0.17,72
15302,USC00511918,2010-12-22,0.04,68
15304,USC00511918,2010-12-24,0.05,69
15305,USC00511918,2010-12-25,0.01,74
15306,USC00511918,2010-12-26,3.0,72
15307,USC00511918,2010-12-27,0.01,76
15308,USC00511918,2010-12-28,1.67,70
15310,USC00511918,2010-12-30,0.02,70
15321,USC00511918,2011-01-11,0.08,58
15322,USC00511918,2011-01-12,0.44,71
15323,USC00511918,2011-01-13,3.44,66
15324,USC00511918,2011-01-14,0.31,75
15325,USC00511918,2011-01-16,0.02,68
15326,USC00511918,2011-01-17,0.03,66
15328,USC00511918,2011-01-19,0.01,63
15340,USC00511918,2011-01-31,0.2,64
15341,USC00511918,2011-02-01,0.23,56
15342,USC00511918,2011-02-02,0.01,61
15346,USC00511918,2011-02-06,0.29,70
15347,USC00511918,2011-02-07,1.14,67
15348,USC00511918,2011-02-08,0.15,65
15350,USC00511918,2011-02-10,0.23,68
15351,USC00511918,2011-02-11,0.02,68
15352,USC00511918,2011-02-12,0.35,66
15353,USC00511918,2011-02-13,0.04,73
15354,USC00511918,2011-02-14,0.13,69
15355,USC00511918,2011-02-15,0.02,65
15356,USC00511918,2011-02-16,0.01,73
15362,USC00511918,2011-02-22,0.1,65
15363,USC00511918,2011-02-23,0.01,65
15364,USC00511918,2011-02-24,0.05,65
15366,USC00511918,2011-02-26,0.18,69
15371,USC00511918,2011-03-03,0.03,72
15372,USC00511918,2011-03-04,0.6,73
15374,USC00511918,2011-03-07,0.03,76
15376,USC00511918,2011-03-09,0.01,69
15377,USC00511918,2011-03-10,0.1,69
15378,USC00511918,2011-03-11,0.04,79
15380,USC00511918,2011-03-13,0.01,72
15386,USC00511918,2011-03-20,0.06,73
15388,USC00511918,2011-03-22,0.01,70
15393,USC00511918,2011-03-27,0.04,73
15399,USC00511918,2011-04-02,0.01,73
15404,USC00511918,2011-04-07,0.37,67
15405,USC00511918,2011-04-08,0.4,69
15406,USC00511918,2011-04-09,0.04,77
15413,USC00511918,2011-04-16,0.12,79
15423,USC00511918,2011-04-26,0.03,68
15427,USC00511918,2011-04-30,0.2,74
15430,USC00511918,2011-05-03,0.76,69
15431,USC00511918,2011-05-04,0.1,70
15432,USC00511918,2011-05-05,0.02,71
15433,USC00511918,2011-05-06,0.03,69
15434,USC00511918,2011-05-07,0.6,72
15435,USC00511918,2011-05-08,0.72,70
15436,USC00511918,2011-05-09,0.53,70
15437,USC00511918,2011-05-10,0.03,74
15438,USC00511918,2011-05-11,0.01,70
15439,USC00511918,2011-05-12,0.04,70
15440,USC00511918,2011-05-13,0.03,71
15446,USC00511918,2011-05-19,0.03,66
15450,USC00511918,2011-05-23,0.01,75
15459,USC00511918,2011-06-01,0.02,73
15461,USC00511918,2011-06-03,0.03,70
15462,USC00511918,2011-06-04,0.58,71
15463,USC00511918,2011-06-05,0.02,80
15466,USC00511918,2011-06-08,0.1,74
15470,USC00511918,2011-06-12,0.02,76
15474,USC00511918,2011-06-16,0.01,72
15478,USC00511918,2011-06-20,0.01,71
15479,USC00511918,2011-06-21,0.03,68
15480,USC00511918,2011-06-22,0.1,71
15481,USC00511918,2011-06-23,0.01,72
15490,USC00511918,2011-07-02,0.02,79
15495,USC00511918,2011-07-07,0.03,71
15498,USC00511918,2011-07-10,0.02,79
15505,USC00511918,2011-07-17,0.02,79
15510,USC00511918,2011-07-22,0.01,74
15515,USC00511918,2011-07-27,0.31,75
15516,USC00511918,2011-07-28,0.01,76
15517,USC00511918,2011-07-29,0.07,70
15518,USC00511918,2011-07-30,0.14,77
15521,USC00511918,2011-08-02,0.01,70
15535,USC00511918,2011-08-16,0.01,73
15536,USC00511918,2011-08-17,0.03,71
15538,USC00511918,2011-08-19,0.01,79
15539,USC00511918,2011-08-21,0.05,77
15546,USC00511918,2011-08-28,0.08,80
15547,USC00511918,2011-08-29,0.14,70
15550,USC00511918,2011-09-01,0.01,79
15555,USC00511918,2011-09-06,0.08,66
15556,USC00511918,2011-09-07,0.02,64
15567,USC00511918,2011-09-18,0.01,78
15577,USC00511918,2011-09-28,0.01,68
15584,USC00511918,2011-10-05,0.01,76
15590,USC00511918,2011-10-11,0.01,69
15594,USC00511918,2011-10-15,0.01,73
15598,USC00511918,2011-10-19,0.01,65
15601,USC00511918,2011-10-22,0.01,75
15603,USC00511918,2011-10-24,0.65,75
15604,USC00511918,2011-10-25,0.02,68
15605,USC00511918,2011-10-26,0.01,69
15611,USC00511918,2011-11-01,0.08,69
15612,USC00511918,2011-11-02,0.26,74
15613,USC00511918,2011-11-03,0.02,74
15618,USC00511918,2011-11-09,0.01,73
15620,USC00511918,2011-11-11,0.09,70
15632,USC00511918,2011-11-23,0.01,72
15636,USC00511918,2011-11-27,0.05,74
15639,USC00511918,2011-11-30,0.02,64
15641,USC00511918,2011-12-02,0.01,69
15648,USC00511918,2011-12-09,0.05,65
15649,USC00511918,2011-12-10,0.03,75
15650,USC00511918,2011-12-11,0.29,72
15651,USC00511918,2011-12-12,0.03,74
15652,USC00511918,2011-12-13,0.1,67
15653,USC00511918,2011-12-14,0.06,65
15654,USC00511918,2011-12-15,0.01,68
15655,USC00511918,2011-12-16,0.01,66
15660,USC00511918,2011-12-21,0.03,69
15661,USC00511918,2011-12-22,0.02,71
15662,USC00511918,2011-12-23,0.01,70
15663,USC00511918,2011-12-24,0.01,70
15670,USC00511918,2011-12-31,0.01,65
15685,USC00511918,2012-01-16,0.02,75
15692,USC00511918,2012-01-23,0.01,62
15696,USC00511918,2012-01-27,0.33,65
15698,USC00511918,2012-01-29,0.01,73
15699,USC00511918,2012-01-30,0.01,69
15706,USC00511918,2012-02-06,0.15,66
15707,USC00511918,2012-02-07,0.3,72
15708,USC00511918,2012-02-08,0.39,56
15719,USC00511918,2012-02-19,0.01,70
15723,USC00511918,2012-02-23,0.05,70
15726,USC00511918,2012-02-26,0.01,70
15727,USC00511918,2012-02-27,0.38,64
15729,USC00511918,2012-02-29,0.01,74
15733,USC00511918,2012-03-04,0.05,66
15734,USC00511918,2012-03-05,0.7,64
15735,USC00511918,2012-03-06,2.83,70
15736,USC00511918,2012-03-07,0.91,65
15739,USC00511918,2012-03-10,0.19,72
15745,USC00511918,2012-03-16,0.02,70
15747,USC00511918,2012-03-18,0.02,69
15748,USC00511918,2012-03-19,0.02,65
15755,USC00511918,2012-03-26,0.03,74
15767,USC00511918,2012-04-07,0.04,74
15769,USC00511918,2012-04-09,0.03,68
15770,USC00511918,2012-04-10,0.19,65
15771,USC00511918,2012-04-11,0.06,74
15782,USC00511918,2012-04-22,0.08,65
15783,USC00511918,2012-04-23,0.02,69
15792,USC00511918,2012-05-02,0.01,69
15793,USC00511918,2012-05-03,0.03,68
15795,USC00511918,2012-05-05,0.02,76
15806,USC00511918,2012-05-16,0.01,71
15814,USC00511918,2012-05-24,0.01,75
15822,USC00511918,2012-06-01,0.01,73
15823,USC00511918,2012-06-02,0.02,76
15827,USC00511918,2012-06-06,0.01,72
15834,USC00511918,2012-06-13,0.03,77
15840,USC00511918,2012-06-20,0.02,71
15843,USC00511918,2012-06-23,0.1,76
15845,USC00511918,2012-06-25,0.01,73
15847,USC00511918,2012-06-27,0.01,72
15854,USC00511918,2012-07-04,0.2,79
15855,USC00511918,2012-07-05,0.01,74
15865,USC00511918,2012-07-16,0.03,73
15870,USC00511918,2012-07-21,0.15,76
15871,USC00511918,2012-07-22,0.04,69
15878,USC00511918,2012-07-29,0.03,74
15886,USC00511918,2012-08-06,0.01,67
15894,USC00511918,2012-08-14,0.06,72
15908,USC00511918,2012-08-28,0.04,73
15916,USC00511918,2012-09-05,0.01,77
15918,USC00511918,2012-09-07,0.03,71
15919,USC00511918,2012-09-08,0.1,79
15921,USC00511918,2012-09-10,0.03,74
15930,USC00511918,2012-09-19,0.03,68
15931,USC00511918,2012-09-20,0.16,71
15932,USC00511918,2012-09-21,0.08,68
15934,USC00511918,2012-09-23,0.02,75
15948,USC00511918,2012-10-07,0.01,76
15955,USC00511918,2012-10-14,0.02,79
15956,USC00511918,2012-10-15,0.02,74
15968,USC00511918,2012-10-27,0.01,78
15970,USC00511918,2012-10-29,0.02,73
15971,USC00511918,2012-10-30,0.01,77
15972,USC00511918,2012-10-31,0.01,69
15985,USC00511918,2012-11-13,0.02,68
15987,USC00511918,2012-11-15,0.05,70
15988,USC00511918,2012-11-16,0.01,74
15990,USC00511918,2012-11-18,0.15,70
15995,USC00511918,2012-11-23,0.07,77
15996,USC00511918,2012-11-24,0.25,69
15997,USC00511918,2012-11-26,0.03,67
15998,USC00511918,2012-11-27,0.03,69
16005,USC00511918,2012-12-05,0.08,72
16006,USC00511918,2012-12-06,0.01,64
16014,USC00511918,2012-12-14,0.15,73
16018,USC00511918,2012-12-18,0.02,72
16022,USC00511918,2012-12-22,0.01,71
16033,USC00511918,2013-01-02,0.01,70
16034,USC00511918,2013-01-03,0.13,67
16035,USC00511918,2013-01-04,0.01,71
16038,USC00511918,2013-01-07,0.01,70
16040,USC00511918,2013-01-09,0.01,70
16045,USC00511918,2013-01-14,0.01,74
16046,USC00511918,2013-01-15,0.53,66
16054,USC00511918,2013-01-24,0.03,67
16055,USC00511918,2013-01-25,0.1,61
16056,USC00511918,2013-01-26,0.08,72
16057,USC00511918,2013-01-27,0.2,74
16058,USC00511918,2013-01-28,1.57,65
16059,USC00511918,2013-01-29,0.03,64
16060,USC00511918,2013-01-30,0.04,62
16081,USC00511918,2013-02-20,0.03,67
16082,USC00511918,2013-02-21,0.01,66
16083,USC00511918,2013-02-22,0.15,68
16085,USC00511918,2013-02-24,0.12,74
16099,USC00511918,2013-03-10,2.25,67
16100,USC00511918,2013-03-11,0.93,60
16105,USC00511918,2013-03-16,0.01,66
16113,USC00511918,2013-03-24,0.01,70
16114,USC00511918,2013-03-25,0.5,69
16115,USC00511918,2013-03-26,0.05,64
16116,USC00511918,2013-03-27,0.04,68
16117,USC00511918,2013-03-28,0.2,65
16118,USC00511918,2013-03-29,0.01,67
16134,USC00511918,2013-04-14,0.1,78
16135,USC00511918,2013-04-15,0.5,68
16136,USC00511918,2013-04-16,0.1,77
16140,USC00511918,2013-04-20,0.01,79
16142,USC00511918,2013-04-22,0.87,69
16143,USC00511918,2013-04-23,0.07,75
16144,USC00511918,2013-04-24,0.32,69
16145,USC00511918,2013-04-25,0.02,68
16155,USC00511918,2013-05-05,0.03,72
16156,USC00511918,2013-05-06,0.11,70
16163,USC00511918,2013-05-13,0.01,71
16168,USC00511918,2013-05-18,0.05,78
16169,USC00511918,2013-05-19,0.06,77
16195,USC00511918,2013-06-14,0.07,73
16202,USC00511918,2013-06-21,0.05,72
16206,USC00511918,2013-06-25,0.02,71
16207,USC00511918,2013-06-26,0.06,67
16210,USC00511918,2013-06-29,0.08,80
16214,USC00511918,2013-07-03,0.04,69
16238,USC00511918,2013-07-28,0.02,77
16239,USC00511918,2013-07-29,0.02,75
16240,USC00511918,2013-07-30,0.5,79
16241,USC00511918,2013-07-31,0.01,78
16251,USC00511918,2013-08-10,0.07,73
16257,USC00511918,2013-08-16,0.01,82
16270,USC00511918,2013-08-29,0.06,70
16273,USC00511918,2013-09-01,0.35,78
16279,USC00511918,2013-09-07,0.05,74
16280,USC00511918,2013-09-08,0.01,81
16285,USC00511918,2013-09-13,0.22,73
16286,USC00511918,2013-09-14,0.14,78
16287,USC00511918,2013-09-15,0.16,81
16297,USC00511918,2013-09-25,0.1,71
16298,USC00511918,2013-09-26,0.01,69
16299,USC00511918,2013-09-27,0.04,80
16301,USC00511918,2013-09-29,0.1,75
16303,USC00511918,2013-10-01,0.01,71
16309,USC00511918,2013-10-07,0.01,68
16311,USC00511918,2013-10-09,0.03,75
16317,USC00511918,2013-10-15,0.38,67
16318,USC00511918,2013-10-16,0.08,67
16319,USC00511918,2013-10-17,0.01,67
16321,USC00511918,2013-10-19,0.01,76
16322,USC00511918,2013-10-20,0.01,74
16334,USC00511918,2013-11-01,0.01,79
16342,USC00511918,2013-11-09,0.01,79
16343,USC00511918,2013-11-10,0.93,72
16344,USC00511918,2013-11-11,0.01,75
16347,USC00511918,2013-11-14,0.01,73
16348,USC00511918,2013-11-15,0.27,76
16363,USC00511918,2013-11-30,0.42,78
16364,USC00511918,2013-12-01,0.46,70
16365,USC00511918,2013-12-02,0.87,68
16367,USC00511918,2013-12-04,0.01,66
16368,USC00511918,2013-12-05,0.01,75
16375,USC00511918,2013-12-12,0.02,65
16378,USC00511918,2013-12-15,0.06,69
16379,USC00511918,2013-12-16,2.4,69
16380,USC00511918,2013-12-17,0.01,63
16381,USC00511918,2013-12-18,0.01,63
16382,USC00511918,2013-12-19,0.05,71
16386,USC00511918,2013-12-23,0.08,64
16395,USC00511918,2014-01-02,0.3,77
16396,USC00511918,2014-01-03,1.05,73
16402,USC00511918,2014-01-09,0.01,63
16404,USC00511918,2014-01-11,0.06,64
16405,USC00511918,2014-01-12,0.19,80
16406,USC00511918,2014-01-13,0.42,66
16407,USC00511918,2014-01-14,0.31,67
16409,USC00511918,2014-01-16,0.02,66
16411,USC00511918,2014-01-18,0.01,66
16415,USC00511918,2014-01-22,0.5,69
16420,USC00511918,2014-01-27,0.14,67
16421,USC00511918,2014-01-29,0.12,70
16424,USC00511918,2014-02-01,0.03,72
16425,USC00511918,2014-02-02,0.1,67
16427,USC00511918,2014-02-04,0.38,66
16428,USC00511918,2014-02-05,0.42,74
16429,USC00511918,2014-02-06,0.01,74
16430,USC00511918,2014-02-07,0.01,69
16438,USC00511918,2014-02-15,0.01,74
16439,USC00511918,2014-02-16,0.12,70
16440,USC00511918,2014-02-17,0.27,73
16441,USC00511918,2014-02-18,0.03,69
16442,USC00511918,2014-02-19,0.01,68
16451,USC00511918,2014-02-28,0.04,74
16452,USC00511918,2014-03-01,0.5,69
16453,USC00511918,2014-03-02,0.33,68
16454,USC00511918,2014-03-03,0.15,63
16458,USC00511918,2014-03-07,0.05,67
16459,USC00511918,2014-03-08,0.78,67
16460,USC00511918,2014-03-09,0.38,75
16461,USC00511918,2014-03-10,0.01,64
16462,USC00511918,2014-03-11,0.04,64
16465,USC00511918,2014-03-14,0.01,70
16477,USC00511918,2014-03-26,0.1,68
16480,USC00511918,2014-03-29,0.38,73
16481,USC00511918,2014-03-30,0.15,72
16488,USC00511918,2014-04-07,0.03,67
16493,USC00511918,2014-04-12,0.1,69
16495,USC00511918,2014-04-14,0.01,71
16497,USC00511918,2014-04-16,0.01,70
16502,USC00511918,2014-04-21,0.03,71
16503,USC00511918,2014-04-22,0.01,74
16508,USC00511918,2014-04-27,0.07,72
16509,USC00511918,2014-04-28,0.15,63
16510,USC00511918,2014-04-29,0.02,68
16514,USC00511918,2014-05-03,0.06,78
16517,USC00511918,2014-05-06,0.51,69
16522,USC00511918,2014-05-11,0.02,76
16523,USC00511918,2014-05-12,0.03,69
16529,USC00511918,2014-05-19,0.03,68
16530,USC00511918,2014-05-20,0.12,70
16531,USC00511918,2014-05-21,0.14,66
16533,USC00511918,2014-05-23,0.04,77
16534,USC00511918,2014-05-24,0.23,75
16535,USC00511918,2014-05-25,0.04,78
16536,USC00511918,2014-05-27,0.85,72
16540,USC00511918,2014-05-31,0.29,79
16556,USC00511918,2014-06-17,0.17,71
16557,USC00511918,2014-06-18,0.01,69
16559,USC00511918,2014-06-20,0.03,68
16562,USC00511918,2014-06-23,0.05,70
16563,USC00511918,2014-06-24,0.05,70
16564,USC00511918,2014-06-25,0.05,73
16565,USC00511918,2014-06-26,0.03,71
16566,USC00511918,2014-06-27,0.02,68
16567,USC00511918,2014-06-29,0.05,78
16570,USC00511918,2014-07-02,0.01,68
16571,USC00511918,2014-07-03,0.02,73
16574,USC00511918,2014-07-06,0.1,72
16575,USC00511918,2014-07-07,0.02,72
16576,USC00511918,2014-07-08,0.02,69
16579,USC00511918,2014-07-11,0.01,75
16581,USC00511918,2014-07-13,0.05,80
16583,USC00511918,2014-07-15,0.04,75
16588,USC00511918,2014-07-20,1.0,74
16589,USC00511918,2014-07-21,0.01,73
16591,USC00511918,2014-07-23,0.01,75
16595,USC00511918,2014-07-27,0.1,75
16605,USC00511918,2014-08-06,0.03,73
16606,USC00511918,2014-08-07,0.02,81
16607,USC00511918,2014-08-08,0.08,79
16608,USC00511918,2014-08-09,0.42,74
16609,USC00511918,2014-08-10,0.01,82
16623,USC00511918,2014-08-25,0.07,73
16624,USC00511918,2014-08-26,0.08,71
16644,USC00511918,2014-09-15,0.01,75
16646,USC00511918,2014-09-18,0.02,73
16647,USC00511918,2014-09-19,0.54,71
16653,USC00511918,2014-09-25,0.05,71
16654,USC00511918,2014-09-26,0.07,75
16655,USC00511918,2014-09-27,0.09,77
16656,USC00511918,2014-09-28,0.02,80
16657,USC00511918,2014-09-29,0.02,74
16659,USC00511918,2014-10-01,0.03,71
16664,USC00511918,2014-10-06,0.38,70
16665,USC00511918,2014-10-07,0.24,72
16673,USC00511918,2014-10-15,0.03,80
16676,USC00511918,2014-10-18,0.07,83
16677,USC00511918,2014-10-19,4.0,74
16678,USC00511918,2014-10-20,1.7,76
16681,USC00511918,2014-10-23,0.08,76
16684,USC00511918,2014-10-26,0.01,80
16690,USC00511918,2014-11-02,0.01,78
16691,USC00511918,2014-11-03,0.03,73
16694,USC00511918,2014-11-06,0.04,66
16695,USC00511918,2014-11-07,0.03,75
16696,USC00511918,2014-11-08,0.04,75
16703,USC00511918,2014-11-15,0.41,75
16704,USC00511918,2014-11-16,0.1,76
16707,USC00511918,2014-11-20,0.01,78
16720,USC00511918,2014-12-03,0.17,68
16721,USC00511918,2014-12-04,0.09,67
16725,USC00511918,2014-12-08,0.01,62
16728,USC00511918,2014-12-11,0.01,69
16733,USC00511918,2014-12-17,0.03,64
16738,USC00511918,2014-12-22,0.01,69
16739,USC00511918,2014-12-23,0.1,72
16747,USC00511918,2014-12-31,0.7,57
16750,USC00511918,2015-01-03,0.75,69
16753,USC00511918,2015-01-06,0.01,63
16759,USC00511918,2015-01-12,0.01,63
16763,USC00511918,2015-01-16,0.01,69
16764,USC00511918,2015-01-17,0.03,70
16776,USC00511918,2015-01-29,0.01,74
16777,USC00511918,2015-01-30,0.07,60
16786,USC00511918,2015-02-10,0.08,71
16789,USC00511918,2015-02-15,0.02,63
16791,USC00511918,2015-02-17,0.01,62
16795,USC00511918,2015-02-21,0.28,63
16805,USC00511918,2015-03-05,0.17,73
16811,USC00511918,2015-03-12,0.02,73
16826,USC00511918,2015-04-14,0.1,71
16832,USC00511918,2015-04-22,0.05,66
16843,USC00511918,2015-05-08,0.09,75
16858,USC00511918,2015-06-01,0.01,70
16868,USC00511918,2015-06-16,0.2,69
16875,USC00511918,2015-06-25,0.01,70
16876,USC00511918,2015-06-26,0.01,71
16897,USC00511918,2015-08-05,0.1,76
16903,USC00511918,2015-08-20,0.1,75
16905,USC00511918,2015-08-25,1.3,79
16906,USC00511918,2015-08-26,0.8,76
16912,USC00511918,2015-09-03,0.2,76
16913,USC00511918,2015-09-04,0.7,73
16925,USC00511918,2015-10-13,0.4,72
16930,USC00511918,2015-10-20,0.3,75
16932,USC00511918,2015-10-22,0.15,71
16934,USC00511918,2015-10-26,0.1,72
16938,USC00516128,2010-01-01,0.14,73
16943,USC00516128,2010-01-06,0.36,71
16944,USC00516128,2010-01-07,0.3,74
16947,USC00516128,2010-01-10,0.01,71
16948,USC00516128,2010-01-11,0.14,68
16958,USC00516128,2010-01-21,0.32,71
16961,USC00516128,2010-01-24,0.01,76
16963,USC00516128,2010-01-26,0.03,69
16964,USC00516128,2010-01-27,0.31,65
16965,USC00516128,2010-01-28,0.07,71
16966,USC00516128,2010-01-29,0.1,65
16967,USC00516128,2010-01-30,0.33,69
16968,USC00516128,2010-01-31,1.1,74
16969,USC00516128,2010-02-01,0.01,65
16970,USC00516128,2010-02-02,0.05,69
16971,USC00516128,2010-02-03,0.67,63
16973,USC00516128,2010-02-05,0.09,66
16974,USC00516128,2010-02-06,0.04,62
16979,USC00516128,2010-02-12,0.65,66
16980,USC00516128,2010-02-13,0.62,70
16981,USC00516128,2010-02-14,0.02,73
16984,USC00516128,2010-02-17,0.02,69
16986,USC00516128,2010-02-19,0.42,60
16987,USC00516128,2010-02-20,0.55,74
16992,USC00516128,2010-02-26,0.01,71
16993,USC00516128,2010-02-27,0.02,75
16994,USC00516128,2010-02-28,0.2,67
16995,USC00516128,2010-03-01,0.12,66
16997,USC00516128,2010-03-03,0.12,66
16998,USC00516128,2010-03-04,1.41,65
16999,USC00516128,2010-03-05,1.33,65
17000,USC00516128,2010-03-06,0.9,68
17001,USC00516128,2010-03-07,0.35,69
17002,USC00516128,2010-03-08,0.7,65
17003,USC00516128,2010-03-09,0.24,72
17004,USC00516128,2010-03-10,0.14,66
17005,USC00516128,2010-03-11,0.68,71
17006,USC00516128,2010-03-12,0.03,66
17007,USC00516128,2010-03-13,0.1,74
17008,USC00516128,2010-03-14,0.1,74
17009,USC00516128,2010-03-15,0.83,66
17010,USC00516128,2010-03-16,2.2,69
17011,USC00516128,2010-03-17,1.32,65
17012,USC00516128,2010-03-18,0.11,70
17013,USC00516128,2010-03-19,0.01,67
17014,USC00516128,2010-03-20,0.18,65
17015,USC00516128,2010-03-21,1.0,74
17018,USC00516128,2010-03-24,0.07,71
17019,USC00516128,2010-03-25,0.35,67
17020,USC00516128,2010-03-26,0.91,71
17023,USC00516128,2010-03-29,0.02,70
17024,USC00516128,2010-03-30,0.49,68
17025,USC00516128,2010-03-31,0.08,70
17026,USC00516128,2010-04-01,0.04,73
17027,USC00516128,2010-04-02,0.19,73
17028,USC00516128,2010-04-03,0.92,67
17029,USC00516128,2010-04-04,2.56,67
17030,USC00516128,2010-04-05,0.87,69
17031,USC00516128,2010-04-06,1.83,69
17032,USC00516128,2010-04-07,1.43,68
17033,USC00516128,2010-04-08,0.35,76
17034,USC00516128,2010-04-09,0.5,68
17035,USC00516128,2010-04-10,0.4,67
17036,USC00516128,2010-04-11,1.04,73
17037,USC00516128,2010-04-12,0.02,68
17038,USC00516128,2010-04-13,0.93,71
17041,USC00516128,2010-04-16,0.06,65
17042,USC00516128,2010-04-17,0.03,70
17043,USC00516128,2010-04-18,0.03,71
17044,USC00516128,2010-04-19,0.01,71
17045,USC00516128,2010-04-20,0.68,71
17046,USC00516128,2010-04-21,0.17,71
17048,USC00516128,2010-04-24,0.17,75
17049,USC00516128,2010-04-25,0.08,78
17052,USC00516128,2010-04-28,0.49,76
17053,USC00516128,2010-04-29,1.29,69
17054,USC00516128,2010-04-30,0.92,72
17055,USC00516128,2010-05-01,0.31,73
17056,USC00516128,2010-05-02,0.37,74
17057,USC00516128,2010-05-03,0.14,75
17058,USC00516128,2010-05-04,0.21,77
17059,USC00516128,2010-05-05,0.01,72
17060,USC00516128,2010-05-06,0.08,71
